Id,Input,Label
27960,-0.79059+0.69984i,1
27961,0.70513-0.75323i,1
27962,-0.56686+0.78834i,3
27963,0.51227-0.74314i,3
27964,0.26187+0.93258i,2
27965,-0.60601-0.7636i,1
27966,-0.77212+0.80183i,1
27967,0.20246-0.80986i,3
27968,-0.72427-0.72109i,1
27969,-0.23458+0.40587i,2
27970,0.52872+0.5274i,3
27971,0.75996-0.37325i,2
27972,-0.97283-0.3136i,2
27973,-0.96195-0.30808i,2
27974,0.79105+0.65763i,1
27975,-0.96605+1.0109i,2
27976,-0.95454+0.30531i,2
27977,0.9752-0.39195i,3
27978,-0.67332-0.74285i,1
27979,0.60432-0.62536i,1
27980,-0.77907-0.3503i,3
27981,-0.93914+1.0288i,2
27982,-0.63424-0.82918i,1
27983,1.0005+0.42962i,3
27984,-0.35465+0.94609i,2
27985,-0.70851-0.69535i,1
27986,0.35934+0.30567i,2
27987,0.35106+0.34796i,2
27988,-0.675-0.64093i,1
27989,-0.45289-0.71594i,3
27990,-0.17713+1.1181i,3
27991,0.41226+0.9107i,2
27992,-0.97818+0.39038i,2
27993,0.80855-0.65999i,1
27994,-0.74964+0.72334i,1
27995,0.94593-0.35661i,2
27996,-1.0091-0.9317i,2
27997,-0.45382-0.95775i,2
27998,-0.80274-0.40494i,3
27999,-0.7022-1.0159i,3
28000,-0.82131-0.59757i,1
28001,0.14442+0.35132i,3
28002,-0.9799+0.2715i,2
28003,1.0027+0.91442i,2
28004,-1.0292+0.28975i,2
28005,-0.38939-1.1899i,3
28006,0.81353-0.88196i,3
28007,-0.78263-0.69851i,1
28008,-0.83293-0.61867i,1
28009,-0.63502-0.8456i,1
28010,-0.93158-0.22044i,2
28011,0.72886+0.16148i,3
28012,0.51474-0.19922i,3
28013,0.93698+0.41145i,2
28014,-0.88964+0.46784i,2
28015,-0.64167+0.71594i,1
28016,0.64141+0.77903i,1
28017,-0.14553-0.082929i,3
28018,-0.43678+0.84244i,3
28019,0.49693-0.63314i,3
28020,-1.1477-1.0471i,3
28021,-1.0941+0.21477i,2
28022,-0.26459-0.24811i,2
28023,0.37175-0.91873i,2
28024,0.50518+0.39995i,3
28025,-0.24461+0.198i,3
28026,-0.25077+0.25547i,2
28027,0.32118-0.27735i,2
28028,-0.17239-0.47113i,3
28029,0.6802+0.45399i,3
28030,0.76702+0.67293i,1
28031,0.74558+0.73819i,1
28032,0.16361+0.45496i,3
28033,-0.72878-0.69695i,1
28034,0.60518-0.90747i,1
28035,0.22589-0.95516i,2
28036,-0.14388-0.49381i,3
28037,-0.94348+0.90421i,2
28038,0.59657+0.75899i,1
28039,0.33758+0.9918i,2
28040,0.70446-0.20098i,3
28041,0.47916-0.35906i,3
28042,-0.39287+0.33981i,2
28043,-0.89974+0.8766i,2
28044,-0.6572-0.77713i,1
28045,-0.97544-0.34416i,2
28046,-0.10779-0.79027i,3
28047,-0.71364+0.70018i,1
28048,0.51851-0.78855i,3
28049,-0.90503-0.25757i,2
28050,0.71585-0.60048i,1
28051,0.28214-0.91349i,2
28052,-0.39203+0.47449i,3
28053,1.1587+0.45754i,3
28054,-1.0144-0.33307i,2
28055,0.70593+0.73652i,1
28056,0.19335+0.61597i,3
28057,-0.26142-0.94051i,2
28058,-0.26536-0.88093i,2
28059,0.94441-1.145i,3
28060,1.1448-1.0382i,3
28061,0.44339-0.30737i,2
28062,0.7303-0.69535i,1
28063,0.71326+0.62412i,1
28064,0.59794-0.13522i,3
28065,-0.29498-0.99487i,2
28066,1.101+0.79141i,3
28067,0.42623+0.043159i,3
28068,0.67183-0.68735i,1
28069,0.79133-0.72287i,1
28070,-0.75989+0.72898i,1
28071,0.80579+0.13047i,3
28072,-1.0011-0.8655i,2
28073,0.80881-0.65342i,1
28074,-0.96594-0.9071i,2
28075,0.28743+0.91163i,2
28076,-0.83019+0.74191i,1
28077,-0.080101+0.08052i,3
28078,-0.17894+0.38065i,3
28079,-0.30591+0.70538i,3
28080,1.0969+0.78534i,3
28081,0.80973+0.56773i,1
28082,-0.1546-0.59574i,3
28083,-0.16424+0.82242i,3
28084,-0.74218-0.71503i,1
28085,-1.0217+0.0062902i,3
28086,0.55934+0.76532i,1
28087,-0.80711-0.20198i,3
28088,-0.89266-0.48556i,3
28089,-0.21691+0.4798i,3
28090,0.45182+1.0842i,3
28091,-0.7856-0.66114i,1
28092,0.76141+0.4552i,2
28093,0.98697+0.91101i,2
28094,-0.38783-1.0682i,2
28095,0.80874+0.69092i,1
28096,0.27429-1.0547i,2
28097,0.79464-0.80602i,1
28098,0.6867-0.59734i,1
28099,-0.6234+0.62106i,1
28100,0.99348-0.26004i,2
28101,-0.69425-0.84463i,1
28102,0.87964+0.97087i,2
28103,-0.99715+0.34875i,2
28104,-0.82879+0.62151i,1
28105,0.64873+0.61568i,1
28106,0.1664+1.0047i,2
28107,1.0237+0.83196i,2
28108,0.84801+0.89327i,2
28109,-0.61665+0.69903i,1
28110,-0.544+0.21665i,3
28111,-0.99222-0.28389i,2
28112,-0.13977+1.1257i,3
28113,0.38313+0.43941i,2
28114,0.98664-0.89969i,2
28115,0.20958+0.34316i,2
28116,0.16789-1.0852i,3
28117,-1.165+0.99475i,2
28118,-0.73396+0.74844i,1
28119,0.15709+0.81805i,3
28120,-1.0253-0.99171i,2
28121,-0.51195+1.1153i,3
28122,-0.5072+0.73485i,3
28123,-0.6924+0.75604i,1
28124,-0.874+0.016019i,3
28125,0.53181-0.74434i,3
28126,0.78968-0.67813i,1
28127,-0.26188+0.28227i,2
28128,0.61341-0.80022i,1
28129,-0.94187+0.57911i,3
28130,-0.79655-0.68458i,1
28131,0.72386-0.75782i,1
28132,0.81477-0.69259i,1
28133,0.67599-0.73413i,1
28134,-0.9939+0.91881i,3
28135,0.58786-0.70939i,1
28136,0.17575+0.58491i,3
28137,-0.61521-0.65848i,1
28138,0.3282-0.92234i,2
28139,0.96975+0.88651i,2
28140,-0.2307-0.45002i,3
28141,0.75811-0.78515i,1
28142,-0.22876+0.31347i,2
28143,-0.36917+0.27853i,2
28144,-1.1604+0.73335i,3
28145,-0.30622-0.39782i,2
28146,0.66528-0.70933i,1
28147,-0.82955-0.45832i,3
28148,0.33504+1.0436i,2
28149,0.9888+0.1955i,2
28150,0.70018+0.69551i,1
28151,0.97092-0.80295i,3
28152,0.71068-0.78298i,1
28153,-0.7749+1.1129i,3
28154,0.7859+0.59935i,1
28155,0.74662-0.91278i,1
28156,-0.43013-0.18633i,2
28157,-0.51148-0.14504i,3
28158,0.7636+0.76877i,1
28159,-0.8777+0.75967i,3
28160,0.60905-0.74469i,1
28161,0.66736+0.3885i,3
28162,0.24355-0.10077i,3
28163,0.73878+0.5094i,3
28164,0.7768+0.75504i,3
28165,0.74259+0.63244i,1
28166,0.90002-0.32579i,2
28167,-0.088554-0.64156i,3
28168,0.95747+0.26443i,2
28169,-1.0189-0.34671i,2
28170,-0.83775-0.36764i,3
28171,-0.75383+0.73639i,1
28172,0.76488-0.77507i,1
28173,-0.69522-1.0662i,3
28174,-0.27597-0.95706i,2
28175,-0.94148+0.96351i,2
28176,-0.70795-0.81508i,1
28177,1.0312-0.41334i,3
28178,0.51044+0.97196i,3
28179,-0.67042-0.76833i,1
28180,0.49066+0.60111i,3
28181,-0.63727+0.64771i,1
28182,0.7258-0.56872i,1
28183,0.4817-0.43869i,3
28184,0.17452+0.36107i,2
28185,0.65515+0.77649i,1
28186,0.58862-0.73528i,1
28187,-0.45051-0.67632i,3
28188,0.8635-0.97116i,2
28189,1.0805-0.82945i,3
28190,-0.75469+0.75397i,1
28191,-0.6963+0.77053i,3
28192,-0.71841+0.71757i,1
28193,-0.93937-1.0221i,2
28194,0.31725-0.86758i,2
28195,0.48034+0.41005i,3
28196,0.33881+0.85062i,2
28197,0.71775-0.79977i,1
28198,-0.7788-0.83347i,2
28199,-0.59012+0.66538i,1
28200,0.47074+0.56087i,3
28201,-1.0533-1.0159i,2
28202,-0.78239-0.77238i,1
28203,0.4001-0.25284i,2
28204,-0.066267+0.69046i,3
28205,0.7668+1.011i,3
28206,1.1653-0.95545i,2
28207,-0.48087-0.4136i,2
28208,-0.73863-0.75052i,1
28209,-0.79223-0.7581i,1
28210,-1.0916+0.71685i,3
28211,-0.93903-0.90074i,2
28212,0.14099-0.30515i,2
28213,0.50743+0.045691i,3
28214,-0.40783-0.19331i,2
28215,-0.99955+0.32039i,2
28216,0.76052-0.96272i,1
28217,-0.13685-0.54709i,3
28218,-0.22797+0.24804i,2
28219,-0.96366-0.30249i,2
28220,-1.0403+0.33065i,2
28221,-0.75694-0.75728i,1
28222,0.69844-0.69015i,1
28223,0.93983+0.9269i,2
28224,0.69598-0.70608i,1
28225,-0.56245+0.5484i,3
28226,0.38265+0.10709i,3
28227,0.61103+0.79341i,1
28228,-0.73043-0.85856i,1
28229,-0.24694+0.88771i,2
28230,0.20679-0.85174i,2
28231,-1.0818-1.0125i,3
28232,0.33953+0.093209i,3
28233,-0.71843+0.47984i,3
28234,0.7147+0.78211i,1
28235,-0.49213+0.58941i,3
28236,0.64254-0.62641i,1
28237,0.91533-0.30653i,2
28238,-0.052323+1.1469i,3
28239,-1.1746-0.80941i,3
28240,-0.46558+1.1431i,3
28241,0.3884+0.30163i,2
28242,-0.67689+0.67489i,1
28243,-1.0731-1.2i,3
28244,-0.49811-0.12745i,3
28245,0.39246-1.0101i,2
28246,-0.74202+0.73575i,1
28247,0.20518+0.11428i,3
28248,0.98145-0.91651i,2
28249,0.85662-0.53794i,3
28250,0.76715+0.6504i,1
28251,0.68995+0.095325i,3
28252,0.79275-0.69904i,1
28253,0.71564-0.5755i,1
28254,-0.11254-0.73319i,3
28255,-0.40854-0.25228i,3
28256,-0.74949+0.21414i,3
28257,0.69145-0.76418i,1
28258,-0.70973+0.67958i,1
28259,-0.63547-0.765i,1
28260,-0.30499+0.99621i,2
28261,0.73447-0.38983i,3
28262,1.0588-0.3208i,2
28263,0.61852-0.77679i,1
28264,-0.55972+0.62706i,1
28265,-0.67574+0.66391i,1
28266,-0.24953+1.0428i,2
28267,-0.63868-0.6807i,1
28268,0.67783+0.69491i,1
28269,0.68472+0.7444i,1
28270,-0.23649-1.0537i,3
28271,0.26087+0.29891i,2
28272,-0.66436+0.63985i,1
28273,-0.70032-0.096963i,3
28274,0.52724-0.095095i,3
28275,-0.57817+0.77155i,1
28276,1.0765-0.739i,3
28277,0.64581-0.66198i,1
28278,1.0299-1.0275i,2
28279,-0.52571+0.7648i,1
28280,0.2422-0.37327i,2
28281,0.27539+0.86821i,2
28282,0.4733+0.38009i,2
28283,0.89701+0.28068i,2
28284,0.34389+0.36115i,2
28285,0.70064-0.69502i,1
28286,0.94185+1.0018i,2
28287,-0.5564-0.20284i,3
28288,0.86405+0.3359i,2
28289,-0.76293-0.71357i,1
28290,-0.77567+0.7791i,1
28291,1.0598+0.95532i,2
28292,-0.060661-1.2267i,3
28293,0.27389-0.96463i,2
28294,0.96956+0.31618i,2
28295,0.2355-0.2508i,2
28296,-0.809+0.84404i,1
28297,0.087821+0.70453i,3
28298,1.188-0.030245i,3
28299,-0.31106-0.1217i,3
28300,-1.0916-0.44149i,3
28301,0.29781+1.094i,3
28302,-0.72819+1.1382i,3
28303,-0.63847-0.72212i,1
28304,0.75177+0.6336i,1
28305,-0.90798+0.87563i,2
28306,-0.8264-0.61142i,1
28307,-1.0607+0.94841i,2
28308,-0.85003-1.0086i,2
28309,-0.94129+0.3828i,2
28310,-0.75666-0.66535i,1
28311,-0.68896+0.7776i,1
28312,-0.18766+1.0182i,2
28313,0.53162-1.0348i,3
28314,0.40703+0.16292i,2
28315,0.59322+0.71984i,1
28316,0.7262-0.60538i,1
28317,-0.34047+0.97643i,2
28318,-1.1098+0.47273i,3
28319,-0.020373-0.0097769i,3
28320,0.58649-0.67358i,1
28321,-0.50772-0.071192i,3
28322,0.96496-0.94399i,2
28323,-0.23634+0.30964i,2
28324,-0.11117+0.54452i,3
28325,0.64553+0.60501i,1
28326,0.26457+0.86835i,2
28327,0.80047+0.81353i,3
28328,-0.21917-0.10701i,3
28329,-0.87857-0.24128i,2
28330,1.0943-0.27745i,3
28331,-0.81632+0.67295i,1
28332,0.58559-1.0706i,3
28333,-0.97699-0.85188i,2
28334,1.0875+0.20133i,3
28335,-0.17382-0.71874i,3
28336,0.76564+0.64312i,1
28337,-0.78804-1.1518i,3
28338,-0.093604-0.083408i,3
28339,-0.96792-0.74926i,2
28340,-0.65052+0.60592i,1
28341,-0.4108+0.6725i,3
28342,-0.13962-1.0799i,3
28343,0.68849-0.67859i,1
28344,-1.1376-0.85706i,3
28345,0.79605-0.090616i,3
28346,0.03022-1.2332i,3
28347,-0.75824+0.77244i,1
28348,1.0293+0.86041i,2
28349,-0.20153+0.39776i,3
28350,1.0666+0.91691i,2
28351,-0.72895-0.8768i,3
28352,0.71652+0.69863i,1
28353,-1.0425-0.32797i,2
28354,-0.81287+0.66149i,1
28355,-0.57921-0.7633i,3
28356,0.49762-0.95256i,2
28357,-0.96448-0.28447i,2
28358,0.93638+1.0211i,2
28359,-0.93473+0.93934i,2
28360,-0.68126+0.66552i,1
28361,-0.78459+1.0737i,3
28362,1.0604-0.53419i,3
28363,0.71004+0.73089i,1
28364,-0.35064-0.25503i,2
28365,-0.61718+0.58818i,1
28366,-0.42448+0.57559i,3
28367,0.12518-0.14604i,3
28368,0.70113-0.77375i,1
28369,-0.52583+0.71401i,3
28370,1.1065-0.31658i,2
28371,0.299+0.27543i,2
28372,1.0731-0.40164i,2
28373,-1.0019-0.22428i,2
28374,-0.36369-0.28459i,2
28375,-0.33826-0.22438i,2
28376,0.70237+0.78293i,1
28377,0.4676+0.51547i,3
28378,0.65963+1.0243i,3
28379,-0.27882+0.31923i,2
28380,0.95369-0.85756i,2
28381,0.30046-0.88321i,2
28382,0.81475+1.0812i,3
28383,0.48144-0.43548i,3
28384,-0.98381-0.96228i,2
28385,-0.7027-0.74846i,1
28386,1.0273+0.90637i,2
28387,-0.56367-0.82347i,3
28388,-0.67451+0.68152i,1
28389,-0.31997+0.95667i,2
28390,0.6283+0.76464i,1
28391,-0.70237-0.91488i,1
28392,0.19725+0.34618i,2
28393,-0.39135-0.96851i,2
28394,-0.91244+0.92488i,2
28395,0.80866-0.72112i,1
28396,0.44323-0.054408i,3
28397,-0.99682-0.89244i,2
28398,-0.29641+1.0446i,3
28399,-0.30716+0.99024i,2
28400,-0.6595+0.12822i,3
28401,-0.67351-0.80429i,1
28402,-0.97325+0.12859i,3
28403,0.75708+1.1217i,3
28404,0.88377-0.35298i,2
28405,-0.38809+0.96805i,2
28406,0.67597-0.84946i,1
28407,0.31139-1.0482i,3
28408,-0.5384-0.12461i,3
28409,0.05531-0.43035i,3
28410,0.66381-0.67725i,1
28411,-1.1311+0.74324i,3
28412,0.34263-0.93705i,2
28413,1.1177+1.0843i,3
28414,0.70298-0.69338i,1
28415,-0.95433+0.24869i,2
28416,-0.70855+0.68627i,1
28417,0.95713-0.376i,2
28418,-0.71039-0.72051i,1
28419,-0.65066+0.65779i,1
28420,-0.16733+0.22459i,3
28421,0.13405+1.1245i,3
28422,-1.0187+0.33684i,2
28423,-0.93409+0.98206i,2
28424,-0.7975-0.85657i,3
28425,1.0653-0.80911i,3
28426,-0.68896+0.73236i,1
28427,-0.87454+0.61672i,1
28428,-0.75595-0.43002i,3
28429,0.33161+0.94702i,2
28430,-1.0164-0.37138i,2
28431,-0.71059+0.74242i,1
28432,-1.0147-0.32457i,2
28433,-0.90795+0.92441i,2
28434,0.57039-0.71711i,1
28435,-0.75493+0.72796i,1
28436,-0.96036-0.29893i,2
28437,-0.95476+0.9233i,2
28438,0.43569+0.14782i,3
28439,-0.26903-0.80426i,2
28440,-0.88201+0.14605i,3
28441,0.78215+1.0011i,3
28442,0.25714-0.20325i,2
28443,-0.82509-0.56991i,3
28444,0.74318-0.81978i,1
28445,-0.5992-0.69323i,1
28446,-0.28568+0.32334i,2
28447,0.94478+1.2986i,3
28448,0.9796-0.89951i,2
28449,0.30549-1.0494i,2
28450,0.12776-0.157i,3
28451,0.034448+0.83094i,3
28452,-0.69764-0.62762i,1
28453,0.63976-0.65249i,1
28454,0.6602+0.68414i,1
28455,-0.62847+0.66013i,1
28456,0.19576-1.1184i,3
28457,-0.71281-0.72908i,1
28458,0.83805-0.67588i,1
28459,1.0066+0.28204i,2
28460,0.66577-0.75158i,1
28461,0.65069-0.77666i,1
28462,0.8575-0.7359i,1
28463,0.67485-0.69128i,1
28464,0.90701-0.81613i,2
28465,0.54652+0.83684i,3
28466,-0.23706+0.24001i,2
28467,0.76301+0.79039i,1
28468,-0.048724-0.13365i,3
28469,0.62128-0.64261i,1
28470,0.12918-0.98076i,3
28471,-0.9504+0.86733i,3
28472,0.31878+0.91523i,2
28473,-0.67991+0.15715i,3
28474,-0.35357-0.87627i,2
28475,-0.11313+0.45758i,3
28476,-0.56699+0.7403i,1
28477,0.39367-0.30983i,2
28478,-0.66883+0.68175i,1
28479,0.48919+0.569i,3
28480,0.65181+0.73249i,1
28481,-1.0725-1.137i,2
28482,-0.59723-0.79572i,1
28483,-0.31609-0.92162i,2
28484,-0.76441+0.71312i,1
28485,0.68269+0.67525i,1
28486,0.66687+0.68027i,1
28487,0.16277+0.74113i,3
28488,-1.0729+0.24303i,2
28489,-0.11108+0.7504i,3
28490,-0.71866-0.67943i,1
28491,-0.64642-0.62496i,1
28492,-0.31584-0.28034i,2
28493,0.72058-0.5226i,3
28494,0.41117-0.12877i,3
28495,-0.69554-0.87407i,1
28496,0.57022+0.65802i,1
28497,-0.7932-1.2193i,3
28498,-0.35199-0.90522i,2
28499,-0.32983-0.37692i,2
28500,-0.93583+0.94786i,2
28501,0.45581-0.43514i,2
28502,1.0986-0.11507i,3
28503,1.0438+0.8715i,3
28504,-0.31996-0.31123i,2
28505,1.0287+1.1534i,3
28506,-0.87566-0.33901i,2
28507,0.1145-1.1832i,3
28508,-0.36166-0.87749i,2
28509,-0.47993+1.1699i,3
28510,-0.89645+0.19815i,2
28511,-0.70747+0.66849i,1
28512,0.33397-0.90908i,2
28513,0.33084-0.921i,2
28514,0.41953+0.98302i,2
28515,-0.99875-0.19925i,2
28516,-0.052031-0.13755i,3
28517,0.62316+0.64518i,1
28518,1.0383+0.46214i,3
28519,-0.66842+0.82908i,1
28520,0.35459+0.9123i,2
28521,0.92322+0.34103i,2
28522,-0.22444+0.91676i,2
28523,-0.32488+0.37211i,2
28524,-0.18981-0.94694i,2
28525,-0.16582-0.73553i,3
28526,-0.32652+0.99253i,2
28527,-0.68995+0.69278i,1
28528,-0.41086-0.85669i,2
28529,-0.32102+0.24364i,2
28530,0.70738+0.44192i,3
28531,-0.66801-0.53912i,1
28532,0.78395-0.70078i,1
28533,0.75211-0.78285i,1
28534,-0.6954-0.72632i,1
28535,0.69967-0.59111i,1
28536,0.88781+0.82495i,1
28537,-0.69908+0.71939i,1
28538,-0.69687+0.70493i,1
28539,-1.06+0.61186i,3
28540,-0.77229+0.16935i,3
28541,0.75351-0.66512i,1
28542,-0.91778-0.38494i,2
28543,0.57437+0.48102i,3
28544,0.46449+1.0916i,3
28545,-0.38156-0.19626i,3
28546,-1.0868+0.38402i,3
28547,0.44575-1.1208i,3
28548,-0.71143+0.73054i,1
28549,0.85513-0.72465i,1
28550,-0.2463+0.30412i,2
28551,0.77839+0.66054i,1
28552,-0.78941-0.39015i,3
28553,-1.0376+0.86047i,3
28554,0.98903-0.86745i,2
28555,-1.1065+0.34046i,2
28556,0.67187+0.75427i,1
28557,-0.74654+0.6396i,1
28558,-0.82375-0.6284i,1
28559,-0.83251+0.39026i,2
28560,0.24545+0.36424i,2
28561,-0.92443+0.20554i,2
28562,0.96482-1.0257i,2
28563,1.0392+1.109i,2
28564,0.515-0.50885i,3
28565,0.76416-1.013i,3
28566,0.98742+0.96119i,2
28567,0.92306+0.34297i,2
28568,1.0318-0.24482i,2
28569,-0.64746-0.64249i,1
28570,0.38977-0.94632i,2
28571,-0.26713+0.94428i,2
28572,-0.73308-0.58974i,1
28573,-0.31452-0.39897i,3
28574,0.71692+0.78228i,1
28575,-0.75183+0.75428i,1
28576,-0.905+0.27475i,2
28577,-1.0774-0.76751i,3
28578,-0.50043+1.1199i,3
28579,0.59247+0.76961i,1
28580,-0.72039-0.67691i,1
28581,-0.29036-0.9028i,2
28582,0.66001-0.76695i,1
28583,0.75958-0.77564i,3
28584,0.14916+0.43049i,3
28585,0.6479-0.57621i,1
28586,-0.10398-0.40509i,3
28587,0.85581+0.43803i,3
28588,-0.31229-0.30777i,2
28589,-0.69997-0.72823i,1
28590,0.32641-0.89555i,2
28591,-0.65085+0.73363i,1
28592,0.59981+0.70337i,1
28593,-0.2217+1.1023i,3
28594,-1.0408+1.0443i,3
28595,-1.0619-0.92099i,2
28596,-1.0401-1.0628i,3
28597,0.626-0.76355i,3
28598,0.27966-0.89519i,2
28599,0.66282+1.1779i,3
28600,0.15938+0.12411i,3
28601,-0.81303-0.0066674i,3
28602,0.75583-0.59892i,1
28603,0.97278+1.0062i,2
28604,-0.38861+0.39688i,2
28605,0.50764-1.139i,3
28606,0.91852-0.90576i,2
28607,-0.4606-0.43293i,3
28608,0.72526+0.70473i,1
28609,0.3351+0.85496i,2
28610,1.0693-0.36597i,2
28611,-0.67162+0.75515i,1
28612,-0.6998+0.68316i,1
28613,-0.66755-0.5477i,1
28614,0.20241+0.049508i,3
28615,1.046+0.81661i,3
28616,1.0686+0.032178i,3
28617,-1.1111-0.070783i,3
28618,-0.47848+0.76111i,3
28619,0.48585-0.79781i,3
28620,0.28085-0.38333i,2
28621,-0.71782-0.77979i,1
28622,-0.41575+0.31397i,2
28623,-0.4852-1.0512i,3
28624,-0.32169-0.96398i,3
28625,-0.2844-0.4407i,2
28626,0.12239-0.85213i,3
28627,1.0871+0.71199i,3
28628,-0.82308-0.53773i,3
28629,0.6884+0.69114i,1
28630,-0.82708+0.40168i,3
28631,-0.48516-0.6877i,3
28632,0.64641+0.80567i,1
28633,0.13024+1.159i,3
28634,-0.71482-0.81413i,1
28635,1.0258-1.0308i,2
28636,-0.76134+0.65378i,1
28637,-0.90111-1.2534i,3
28638,0.37503+0.30129i,2
28639,0.37871-1.0905i,3
28640,0.83584-0.67668i,1
28641,0.74782-0.46338i,3
28642,-0.75772+1.0449i,3
28643,-0.75496-0.54302i,3
28644,-0.19978-0.4581i,3
28645,-0.82652+0.30001i,2
28646,-0.077874+0.81358i,3
28647,-0.67367+0.5861i,1
28648,-0.63771-0.79928i,1
28649,0.7022-0.63251i,1
28650,-0.71609-0.54856i,1
28651,-0.75778+0.66348i,1
28652,0.85454-0.95021i,2
28653,-0.68251-0.71452i,1
28654,1.0198+0.73693i,3
28655,-0.6913+1.0035i,3
28656,1.1194-0.098371i,3
28657,-0.086429-1.04i,3
28658,-0.20256+0.28464i,2
28659,0.95493+1.1332i,2
28660,-0.60572+0.79756i,1
28661,0.77237-0.68382i,1
28662,-0.069938-0.50756i,3
28663,-0.64966+0.54856i,1
28664,-0.72151+0.7491i,1
28665,0.75859+0.74579i,1
28666,0.27945-0.87053i,2
28667,-0.7215-0.6933i,1
28668,-0.65335-0.61498i,1
28669,-0.79711+0.17822i,3
28670,0.64336+0.77444i,1
28671,-1.1272-0.42905i,3
28672,-0.3171+0.22203i,2
28673,-0.63934+0.64303i,1
28674,0.43323-0.38734i,2
28675,0.75706-0.6823i,1
28676,-0.75981+0.82131i,1
28677,1.0534+0.94647i,2
28678,0.77654+0.65995i,1
28679,0.26698-0.32894i,2
28680,0.86654+1.1309i,3
28681,-0.39605+0.93461i,2
28682,0.17638-0.79144i,3
28683,-0.29144-0.28618i,2
28684,-0.71532-0.26313i,3
28685,-0.6792+0.6785i,1
28686,0.71657+0.87352i,1
28687,-0.71707+0.81073i,1
28688,-1.0211+0.18415i,2
28689,0.77014-0.72355i,1
28690,0.98994+0.79377i,2
28691,0.17517+0.38492i,2
28692,0.98931-0.95646i,2
28693,1.0427-0.46346i,3
28694,-0.8763+0.68519i,1
28695,-0.86206+0.34981i,2
28696,0.90515-0.44172i,2
28697,-0.27816-0.89797i,2
28698,0.96817-0.36981i,2
28699,0.94333-0.31351i,2
28700,-0.68862+0.75912i,1
28701,0.83426+0.91698i,2
28702,-0.12598+0.38383i,3
28703,-0.38384+0.57364i,3
28704,0.76637-0.78844i,1
28705,0.36035+0.33123i,2
28706,1.0934-0.3274i,2
28707,-0.9924-0.95197i,2
28708,-0.15893+0.22601i,3
28709,-0.51137+0.15745i,3
28710,0.91193-1.0552i,2
28711,-0.35689-0.24577i,2
28712,0.35961+1.0727i,2
28713,-0.91158+0.16368i,2
28714,0.52215+1.135i,3
28715,0.72286+0.64996i,1
28716,-0.72128-0.59888i,1
28717,-0.75905+1.0322i,3
28718,0.84208+0.93791i,2
28719,0.71217+0.60049i,1
28720,0.04478+0.43886i,3
28721,-0.75454+0.7322i,1
28722,0.76172-0.79152i,3
28723,1.1276-0.26191i,3
28724,-0.29773-0.38108i,2
28725,0.34579-0.2834i,2
28726,-0.63968+0.73138i,1
28727,-1.1113-0.14402i,3
28728,-0.40831-0.75198i,3
28729,-0.71212-0.77826i,1
28730,1.0043-0.17408i,3
28731,0.34374-0.071497i,3
28732,-0.50095-0.79685i,3
28733,-1.0305+0.44671i,3
28734,1.0411+0.36367i,2
28735,-0.81683+0.30795i,2
28736,-0.72512+0.61882i,1
28737,0.8968+0.73015i,1
28738,-0.69002-0.67226i,1
28739,0.28024-0.3175i,2
28740,0.9312+0.85776i,2
28741,-0.66241-0.14783i,3
28742,1.05-0.40264i,3
28743,0.69663+0.94423i,1
28744,-1.0832-0.99421i,3
28745,0.90803+0.96838i,2
28746,-0.7285-0.64924i,1
28747,-0.15492+1.0372i,3
28748,0.63552-1.1247i,3
28749,-0.60995-0.71662i,1
28750,-0.79734+0.71646i,1
28751,0.28415-0.99945i,2
28752,-1.0122+0.85028i,2
28753,0.29554+0.94958i,2
28754,-0.76163+0.56464i,1
28755,-0.76537+0.65127i,1
28756,0.82007+0.60872i,1
28757,0.72634-0.72859i,1
28758,-0.36122-0.8098i,3
28759,-0.85108-0.27862i,3
28760,0.64582-0.62355i,1
28761,-0.15198+0.64018i,3
28762,0.79022+0.1535i,3
28763,0.30717-0.21457i,2
28764,0.51566-0.067804i,3
28765,-0.79155-0.79785i,1
28766,-0.33418-0.42684i,2
28767,-0.83858+0.39063i,3
28768,0.71538+0.67407i,1
28769,-1.004-0.9694i,2
28770,-0.95169+0.99333i,2
28771,-0.41483-0.97381i,2
28772,0.08633+1.0509i,3
28773,1.1342-0.3648i,3
28774,0.41424+0.8113i,3
28775,0.32988-0.39018i,2
28776,-0.25656+1.0034i,2
28777,-0.53711+0.74065i,1
28778,1.0158-0.4503i,3
28779,-0.75384-0.69836i,1
28780,-0.48213-0.74795i,3
28781,-0.97755+0.21443i,2
28782,-0.33226-0.33577i,2
28783,-0.81922+1.0714i,3
28784,-0.61915+0.6904i,1
28785,0.70362-0.72018i,1
28786,0.7772+0.73191i,1
28787,0.99643+0.77138i,3
28788,-0.35914+0.87685i,2
28789,0.70906+0.76628i,1
28790,-0.18222+0.19262i,3
28791,0.2947-0.15226i,2
28792,-0.77432-1.1769i,3
28793,0.80694+0.64958i,1
28794,0.96472-1.0536i,2
28795,0.6987+0.67577i,1
28796,0.67505+0.81172i,1
28797,-0.47364+0.74474i,3
28798,-0.26592+0.67971i,3
28799,-0.67784+0.67308i,1
28800,-0.25927-0.84293i,2
28801,-0.31263+1.0064i,2
28802,-0.87493+0.42998i,3
28803,0.70383-0.6864i,1
28804,0.64324+0.70175i,1
28805,-0.79185-1.1453i,3
28806,-0.021196-0.84564i,3
28807,0.51101+0.077584i,3
