Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input
11,0.72752-0.15432i,0.16776+0.055904i,0.18794+0.077372i,-0.68794-0.54859i,0.26974+1.289i,-0.33345-1.2492i,0.11571-0.14762i,-0.5251+0.67424i,0.66768+0.51774i,-0.93171-0.45442i,-0.17451-0.068607i,-0.12983-0.081707i,0.72434+0.53335i,-0.33593-1.2548i,0.86469+0.42665i,-0.42659+0.92078i,-0.040911+0.18491i,-0.022725+0.16906i,0.53478-0.68477i,-1.2808+0.3132i,0.46835-0.87959i,0.90337+0.45069i,-1.2921+0.28893i,0.45887-0.92927i,0.97043+0.46295i,-0.69633-0.56005i,-0.48824+0.72545i,0.65952+0.48376i,0.52479-0.68796i,-1.2853+0.30461i,0.70832+0.54301i,-0.062898+0.17166i,-0.066715+0.17i,-0.8847-0.45358i,0.67438+0.51806i,0.56127-0.70104i,0.13014+0.083355i,-1.3109+0.28915i,1.2957-0.34263i,-0.42637+0.88601i,0.52575-0.71878i,-0.41175+0.93402i,-0.065483+0.16017i,0.56926-0.66428i,-0.6856-0.54187i,0.3121+1.2718i,-0.039625+0.16438i,-0.89328-0.44569i,-0.16637-0.080116i,0.69868+0.50806i,-0.070102+0.16136i,-0.039657+0.15976i,-0.09819+0.17821i,-0.034036+0.16793i,-0.31504-1.2713i,0.28203+1.2579i,0.53279-0.68622i,0.14034+0.062162i,-0.68604-0.53519i,0.9118+0.39437i,0.14982+0.067217i,-0.69185-0.55834i,0.93982+0.41291i,-1.2833+0.33516i,1.273-0.31736i,-0.6763-0.52303i,-0.52225+0.70247i,0.69413+0.49707i,0.54268-0.68241i,-0.44833+0.91957i,-0.071197+0.17219i,-0.06097+0.15257i,-0.9122-0.3915i,0.67468+0.55162i,-0.07652+0.15853i,-0.92625-0.41283i,1.2839-0.35028i,-1.273+0.27604i,-0.16788-0.068724i,0.69728+0.52116i,0.47762-0.68338i,-1.256+0.35255i,-0.15988-0.080732i,-0.19645-0.040423i,0.45126-0.90614i,0.33826+1.2769i,0.52203-0.68002i,0.15644+0.051038i,-0.45679+0.91097i,-0.034165+0.14211i,-0.30206-1.2383i,-0.53839+0.69709i,-0.17089-0.083262i,1.2951-0.27248i,-0.44834+0.94411i,-0.86908-0.40867i,-0.15051-0.054905i,0.44367-0.93892i,0.33666+1.262i,-0.086313+0.15323i,-0.20873-0.55999i
12,0.19229-0.67806i,-0.22309-0.40726i,0.56583+0.68144i,-0.57798+0.14604i,1.182-0.20258i,-0.2971+0.85589i,0.26744-0.19103i,-0.15951+0.5616i,-0.094371-0.49036i,-0.46084+0.76532i,0.82378-0.34844i,-0.66313-0.41501i,-0.2514+0.31594i,0.098781-1.0402i,-0.17743+0.14205i,0.48237+0.78299i,-0.31063+0.44669i,0.22102+0.37188i,-0.19811-0.4179i,-0.7811-0.48584i,-0.098407-0.15514i,0.81275-0.6271i,0.11489+1.5633i,-0.12945+0.19908i,-0.079802-1.4374i,0.52234+0.16327i,-0.7814+0.49075i,-0.14983-0.69458i,0.12271+0.45441i,-0.17077-0.64939i,-0.53915+0.54375i,0.93076+0.73515i,-0.32769-1.0562i,0.14894+0.6361i,-1.0416-0.1015i,0.79735+0.091029i,0.11506-0.92869i,0.22785+0.55037i,-0.42311-0.87491i,-0.30066+1.1754i,0.012361-0.9771i,0.57294+1.3686i,-0.81025-0.33353i,0.075004-0.34958i,0.4641-0.80489i,0.078483+1.534i,-1.2231-0.56028i,0.55243+0.44504i,0.38262-0.63602i,0.30334-0.30942i,0.27586+0.63461i,-1.2565-0.2509i,-0.11403-0.13264i,-0.38912+0.25624i,0.91708-0.94217i,-0.50369-0.0026476i,0.00082163-0.16602i,1.3948+0.24607i,-1.6755+0.44466i,0.17096+0.18237i,1.12-0.21853i,0.35565-0.23434i,-1.1584-0.36385i,-0.0050355-0.16836i,-0.56685+0.60837i,0.91584+0.70747i,0.41902-0.52856i,-1.5436+0.081749i,0.79024+0.07459i,-0.38408-0.20609i,0.32398+0.20554i,0.1117-0.93824i,-0.27407+1.2601i,0.2159+0.38815i,-0.099103+0.18796i,-0.47694-0.059536i,0.50697+0.0017995i,-0.85035-0.95348i,0.65497-0.31497i,-0.52123+0.0012679i,0.77061+0.3407i,0.31572-0.35178i,-1.1218+0.18672i,0.39398+0.70915i,1.0522-0.77311i,-1.334+0.65086i,0.73518-0.47785i,-0.084043+1.0584i,0.68983-0.92427i,-1.364+0.68094i,-0.5363-0.23818i,0.3004-0.85914i,0.50382+0.77185i,-0.27849-1.2342i,-0.42352+0.54167i,1.2507+0.28196i,-1.2379-0.25634i,0.71197+1.0292i,-0.83982-0.33105i,0.53213+0.52298i,-0.22529-0.75967i
13,-0.54282-0.19303i,1.3993-0.19685i,-0.74554+0.98401i,-0.35136-0.296i,0.45118-0.75849i,-0.11989+1.4186i,-0.1605+0.16052i,-0.97429-0.64501i,1.3958-0.36919i,-0.064231-0.39196i,-0.28975+1.0112i,0.16412+0.2131i,0.44993-0.89727i,-0.33513-0.36889i,0.90832+0.71852i,-0.18607+0.69126i,-1.2249-0.74138i,0.27402+0.093001i,0.076148-1.0644i,0.90585+0.62668i,-0.38102-0.3606i,-0.35642+0.93647i,-0.65196-0.020087i,-0.084842-0.23505i,0.49166-0.20908i,1.0661-0.33574i,-0.2713+0.83007i,-0.93091-0.030844i,-0.30752+0.14064i,0.34413-0.75881i,0.07673-0.54748i,-0.92717+0.80499i,0.14044-0.64929i,1.7128+0.0008364i,-0.65381+1.3479i,-0.42806-1.6247i,-0.37256+0.051804i,1.4919+0.029354i,-0.0014138+0.74621i,-0.93682+0.51819i,0.22624-1.583i,-0.33812+0.01325i,0.35225+0.068482i,-0.11806+0.87142i,0.38745-0.99261i,0.45475-0.1178i,-0.16067+0.31509i,-0.61279+0.56522i,0.81404-0.96234i,0.36017+0.061394i,-0.69609-0.32682i,0.0056092+0.28564i,-0.4003+0.44797i,0.76976-0.19036i,0.81553-0.1761i,-0.95822+0.63705i,-0.41576-0.17346i,1.1721+0.014403i,-0.21676+0.67676i,-0.602-1.6297i,0.64294+0.16988i,0.055334+0.087533i,-0.5507-0.28274i,0.40656+1.1944i,-0.11538-0.2053i,0.29734-0.77683i,0.28939+0.013317i,0.060139+1.27i,-0.22462-0.68405i,-0.012121+0.46336i,-0.55504-0.79246i,1.1616+0.42354i,-1.2346+0.54597i,-0.51161-0.21066i,1.1763-0.18989i,-0.52649-0.57794i,0.45775-0.31515i,-0.73311+1.1976i,0.34042-1.5178i,0.34859+1.0758i,-0.18792-1.1558i,-0.76735+1.053i,0.84993-1.2171i,0.80719+0.90879i,-0.498-0.87547i,0.31722-0.0098058i,-0.38152+1.4388i,0.89713-0.52784i,-0.37016+0.11502i,-0.065053+0.27658i,-0.60084+0.17082i,0.30296-1.041i,-0.8674+0.88053i,0.60197-1.1513i,0.48816+0.4283i,-0.14717+0.36449i,-0.32388-1.0294i,0.72728+1.0806i,-0.68785-0.097525i,0.31322-0.54752i,-0.069659+0.3017i
14,-0.14357-0.72384i,0.062516-0.11829i,-0.55483+0.63257i,0.68896+0.52885i,-0.02964+0.18342i,-0.92509-0.47345i,-0.14485-0.059472i,0.40817-0.88583i,0.96695+0.43094i,-1.2644+0.31786i,0.42315-0.90387i,0.9198+0.42588i,-1.3258+0.36545i,0.43358-0.90887i,0.37358+1.2316i,-0.11282+0.16078i,-0.049679+0.18294i,-0.88493-0.41652i,1.2606-0.32684i,0.1745+0.042273i,-0.43886+0.9314i,0.55965-0.70705i,-1.2329+0.30067i,1.2342-0.30006i,-0.70963-0.52751i,-0.51095+0.69236i,1.261-0.29588i,-1.2704+0.31898i,1.3055-0.29268i,0.18296+0.092795i,0.20013+0.075921i,-0.45+0.92883i,0.48899-0.68128i,-1.2889+0.34149i,0.41873-0.90019i,0.070839-0.1618i,-0.52073+0.67584i,0.66311+0.52483i,0.57435-0.69004i,0.14916+0.048981i,-0.68107-0.52203i,-0.53986+0.6382i,0.42695-0.93729i,0.93739+0.43946i,-1.2523+0.31037i,1.2984-0.3162i,-0.66936-0.5088i,0.33296+1.2864i,-0.92491-0.42708i,-0.15134-0.061448i,0.70448+0.52251i,0.53119-0.63385i,-1.2975+0.31184i,0.47152-0.91152i,0.31859+1.2498i,-0.9048-0.46103i,0.43795-0.90442i,0.3261+1.2833i,-0.32657-1.2654i,0.27989+1.3323i,-0.050674+0.17312i,-0.94755-0.41715i,0.40606-0.90294i,0.92138+0.44816i,0.14339+0.07027i,-0.66521-0.51378i,0.29962+1.2622i,-0.36101-1.2496i,-0.54193+0.66884i,0.67088+0.51602i,-0.075794+0.1793i,-0.053135+0.18732i,0.5318-0.68454i,-0.69927-0.53305i,0.95056+0.42217i,-1.2995+0.29196i,1.2941-0.31307i,-0.66175-0.52495i,0.28412+1.2755i,-0.3411-1.2826i,0.065172-0.155i,0.31976+1.2754i,0.50035-0.68624i,0.1696+0.056863i,0.16994+0.096485i,-1.2999+0.32318i,0.42552-0.89936i,-0.52955+0.69444i,0.66112+0.54129i,-0.33632-1.2529i,-0.53578+0.68042i,0.68996+0.57087i,0.52191-0.65012i,-0.70369-0.50429i,0.32389+1.2738i,-0.034704+0.14406i,-0.9419-0.43984i,1.2992-0.29818i,-0.67793-0.52434i,0.87408+0.46048i,-0.53677+0.17506i
15,0.20233-0.66671i,0.096141-0.14514i,-0.52521+0.0094151i,0.8889+1.0111i,0.23843-0.19262i,-0.18582+0.51348i,0.28272-0.18616i,-0.75049-1.0461i,0.053943+1.4648i,0.13744-0.25575i,0.37279+0.29505i,-0.60444-1.415i,0.42784+0.050768i,-0.30897+1.2472i,0.28784-1.2354i,0.098667-0.086838i,0.073851-0.087919i,0.65962+0.82553i,-0.98469+0.004317i,0.48057-0.78265i,-0.2777+1.2999i,1.0417-0.77085i,-1.0002+1.0078i,1.0178-0.71996i,-0.34081+0.88134i,-0.24337+0.5418i,-0.70603-1.3534i,0.99483-0.019498i,-0.38559+0.73283i,0.35792+0.2942i,0.13644-0.86294i,-0.98317+0.86721i,0.73184-0.5026i,-0.93194-0.10618i,-0.3561+0.24084i,0.80117+0.076257i,0.13859-0.93633i,0.89439+0.37938i,-1.2104-0.27544i,0.57725+1.409i,0.46245-0.50876i,-1.2837-0.2484i,0.84301-0.58706i,0.52974+0.1963i,-0.19281-0.28939i,0.51038+0.17817i,-0.98715+0.84517i,0.56958+0.54552i,-0.05358-1.4538i,-0.75702+0.39801i,0.90981+0.021265i,-0.86256+0.56902i,0.38613-0.73151i,-0.13461+0.95122i,-0.25831-0.51588i,0.65722+0.49379i,0.15148-0.84057i,-0.40357+0.76291i,0.16653-0.93053i,-0.13124+0.26532i,1.0438+0.070745i,-0.70609+0.56788i,-0.18038-0.5789i,-0.33962-0.34499i,0.73184+0.36695i,-0.03078-0.62389i,-0.2482-0.38437i,0.66512+1.3267i,-0.45737-0.72651i,0.1471+0.5635i,0.12211-0.96211i,0.89576+0.40252i,-0.94704-0.6811i,0.18902+0.43917i,-0.21447+0.30787i,-0.18928-0.70046i,0.20026+1.1317i,-0.34334-1.1822i,-0.26484+0.19742i,0.5581-0.23188i,0.50631+0.81771i,0.19104-0.83332i,-0.26203+1.3462i,0.73502-0.91746i,-0.37699+0.83812i,-0.27369+0.57879i,-0.93557-0.97304i,0.35173+0.77462i,0.1339-0.26583i,0.65117-0.021907i,0.11375+0.16397i,0.39363-0.1979i,-0.77576-0.090188i,0.24971+1.1906i,-0.55513-0.67797i,0.97416+0.12834i,0.38831-0.22856i,-0.31967+0.84328i,0.27233-0.19601i,-0.36717-0.75708i,-0.043036+0.57324i
16,-0.32341+0.052356i,-0.68942+0.10644i,0.83938+0.080552i,-0.42141-0.20125i,0.19373-0.41784i,0.05472-0.033116i,0.22121+1.2093i,-0.10608+0.23466i,0.43686-0.53517i,-1.277-0.29872i,0.4629-0.91835i,0.68229+1.356i,-0.49575-0.73125i,0.28956+1.204i,-0.96089-0.9348i,-0.11291-0.14771i,0.4264-0.87058i,-0.43065+0.55392i,0.25479+0.15959i,-0.20018-0.6595i,1.1001+0.66637i,-1.2922-0.27122i,-0.011358+0.52591i,-0.25471-0.63228i,1.5807-0.074711i,-0.13-0.19504i,-0.4795+0.067635i,0.56056+0.86011i,0.556-0.58253i,-1.4455+0.05249i,1.0417+0.60754i,-1.1143-0.63609i,-0.14413-0.13523i,0.38967+0.76238i,0.38367-0.65699i,-0.052527-0.59587i,-0.43701+0.63229i,0.49878-0.73103i,0.62098+0.79145i,-1.0327-0.66405i,-0.017836-0.18113i,0.096798+0.47231i,-0.68688+0.082386i,1.0941-0.30161i,0.33205-0.33655i,-0.22437-0.25061i,-0.28587+1.2999i,0.055268-0.92339i,-0.22381+0.27698i,0.024945+0.59628i,1.0403-0.73076i,-1.2096-0.29966i,-0.01994-0.23197i,0.017641-0.15278i,1.3503+0.23598i,-0.69038+0.54923i,-0.71046+0.19507i,0.21879+0.30947i,-0.64443-0.82912i,1.5237-0.07189i,0.20496+0.094487i,-0.29825+0.86069i,-0.99524+0.034122i,-0.25853-0.62412i,0.02609+0.49528i,1.1302-0.22567i,-0.13915+0.51573i,-0.23212-1.1269i,-0.39563+0.62566i,-0.37397+0.35848i,0.24664-1.3913i,0.80363+0.32934i,-1.0944+0.21309i,-0.094881-0.13604i,-0.051952+0.51597i,0.79595+0.17734i,-1.4114-0.28936i,0.88789+0.69813i,0.71186-0.9257i,0.26388+0.1026i,0.21264+0.067607i,-1.5127+0.072084i,0.50022-0.24346i,-0.84018+0.39661i,1.4508-0.036133i,-0.61257-0.4193i,0.74859-0.17483i,-0.67856+0.48802i,0.077622-1.0458i,0.28138+1.0913i,-0.29154+0.44739i,1.0557-0.76467i,-1.4967+0.060689i,1.6158-0.038009i,-0.6738+0.57901i,-0.75629-0.44378i,0.38123-0.89695i,-0.060436+0.80627i,0.95857+0.10146i,0.14663+0.16394i,-0.52841-0.068642i
17,-0.95411+0.1723i,0.98584-0.96367i,-0.31006+1.2447i,-0.91761-0.42282i,0.55393+0.43973i,0.50922+0.0076688i,0.53968-0.57008i,0.21278+0.11212i,-0.58512+1.2494i,0.21901-0.12373i,-0.36487-0.10587i,-0.54232-0.85389i,0.54455+1.3441i,-0.48742-0.055812i,0.12572-0.30323i,0.38475+0.34756i,-0.80131-0.99453i,-0.279+0.1725i,0.80653-0.60177i,0.51682+0.15427i,-0.98569+0.84952i,-0.036233-1.0128i,0.99471-0.022636i,0.28431+0.65099i,-0.25904-0.12017i,-0.82119+0.56752i,0.85524+0.20066i,-0.48412-0.71879i,0.027945-0.084664i,0.68784-0.16854i,0.013156+1.0061i,0.14676-0.81198i,-0.66825+1.1131i,0.39232-0.69058i,0.17663+0.69999i,-1.3978-0.24312i,1.7104-0.40367i,-0.43525+0.23392i,-0.56806+0.10893i,-0.70516+0.085378i,1.536-0.05091i,-1.2936-0.30032i,0.81781-0.64072i,0.2186+0.52906i,-0.068504+1.0801i,-0.95316-0.94904i,1.1535-0.31413i,-0.82726-0.19827i,0.008724-0.15335i,1.0445-0.011082i,0.3223+0.62184i,-1.5635+0.079707i,-0.23171-0.1071i,0.048135-0.49086i,0.39318+0.76212i,0.44589-0.04254i,-0.19183-1.1311i,-0.32949+1.262i,-0.067988-1.5723i,0.20938+0.41861i,-0.63306+0.00099523i,1.2074-0.38551i,-0.094382+0.38786i,-0.20535+0.42439i,-0.43757-0.22455i,0.52791-0.15311i,0.17475+0.6523i,-0.10487-0.49271i,-0.91442-0.13099i,1.152-0.31299i,-0.2682+1.3956i,-0.11797+0.21765i,-1.2576-0.63129i,1.7323-0.47543i,-0.44553+0.19268i,-0.097292+1.0277i,-0.4296-1.6961i,0.31437+1.0686i,0.24897-0.28701i,0.34329-0.30464i,0.22498-0.0067759i,-0.23848+1.3701i,-0.020483-1.4772i,0.49097+0.13753i,0.0064472+1.0412i,0.23558-0.19711i,-0.80735+0.62619i,0.53576-0.0108i,-0.12753-0.518i,0.050462+0.044361i,-0.38954-0.87673i,-0.33801+1.2325i,0.63574+0.55228i,-0.67466-1.3215i,0.34512+0.1017i,-0.89352+0.43009i,0.80484+0.081442i,0.14918-0.93299i,-0.26119-0.38987i,0.19671+0.45063i,0.098536+0.22629i
18,0.62591-0.23665i,0.0091573-0.11998i,-0.26013+1.3429i,-0.55446-1.5061i,1.0895+0.57242i,-0.74562+0.60499i,0.7743-0.39663i,-0.77329-0.56436i,0.29526+0.62484i,0.36627+0.28761i,-0.52309-1.0854i,0.030854+0.32754i,0.5805+0.59709i,-0.19022+0.53667i,0.2492-0.99768i,-0.47831+1.2303i,0.73469-0.33729i,-0.90817-1.1213i,-0.15906+1.2803i,0.64441+0.39841i,-0.92302-0.1055i,1.2835-0.82466i,-0.43121+0.1815i,0.24075+0.12261i,-0.61748-0.48747i,0.75035+0.41332i,0.40898-0.035346i,-0.90025-0.72324i,-0.20107+0.1109i,1.6153+0.1431i,-1.8483+0.3308i,-0.029567-0.32845i,0.48187-0.28263i,0.084684-0.5837i,-0.28504+0.40731i,-0.19047+0.072568i,0.34083+0.76868i,0.48017-1.1005i,0.097455-0.32268i,-0.63079-0.16491i,0.20166+0.25405i,-0.010519-0.88235i,-0.011182-0.028673i,0.23381-0.063742i,0.14845+0.14468i,-0.054795+0.41608i,-0.85771-0.03295i,1.4789-0.074513i,-1.113+0.29061i,-0.35323-0.1197i,0.90709+0.69401i,0.04947-0.24277i,-0.11641-0.81059i,-0.55578+0.52709i,0.74967-0.040215i,0.67931-0.048574i,-0.98748-0.16326i,0.65755+0.11573i,-0.064174+1.0533i,-0.26471-1.0536i,0.54761+0.84592i,0.18462-0.82488i,-1.0572+1.0397i,0.12892-1.1221i,-0.11575+0.071i,0.42635-0.39218i,-0.26406+1.2543i,0.39902+0.48097i,-0.71272-1.5911i,0.57817+0.19146i,-0.185+0.32653i,0.86188-0.46447i,-0.30886-0.047236i,0.16312+1.0733i,-1.0577-0.25838i,0.15432-0.96888i,-0.28016+0.98548i,0.31673-1.5626i,-0.037643-0.037064i,1.1215+0.56666i,-0.60406+1.1853i,0.79434-1.1047i,-0.54255+0.38638i,0.98883-0.20278i,-0.12242-0.15068i,-0.76935-0.16598i,-0.42861+0.89144i,0.18615-0.56853i,1.1692-0.31331i,-0.78993-0.10416i,-0.41286+0.16286i,0.95736+0.81794i,-0.1713+0.37541i,0.1873-0.42121i,-0.12774-0.0086479i,0.20524+0.6643i,-0.25556-1.368i,0.74623+0.56713i,0.16778+0.42685i,-0.66482-0.65612i,0.055972+0.52536i
19,0.34443-0.68382i,0.50353+0.19713i,-0.39811+1.5792i,-0.78665-0.78381i,-0.16009-0.37105i,0.81729+0.99844i,-0.17188-0.42866i,-0.14732-0.061729i,0.5752-0.38912i,0.49051+0.30487i,-0.97612-0.958i,0.33822+1.8373i,-0.37606-1.3943i,0.52215-0.41533i,-0.53701+0.75931i,1.2106+0.10172i,-1.1159+0.35154i,0.52722-0.08668i,-0.16629-0.8754i,-0.92648+0.52052i,1.1858-0.48735i,-0.025018+0.17126i,0.059109+0.80299i,-0.059703+0.14749i,0.080825-1.1682i,0.4798+0.98156i,-0.86138-0.50386i,0.60402+0.34551i,-0.39793-0.80061i,0.0066523+0.31496i,-0.10471-0.72257i,-0.17397+1.2469i,0.43342-0.41601i,0.14631+0.94733i,-0.21984-1.5422i,0.45307+0.11813i,-1.3595+0.57504i,0.41779+0.099892i,0.84952+0.15119i,-0.68404-1.1637i,0.62022+0.24272i,-0.29116+0.20137i,0.37252+1.0469i,0.021064-0.27919i,0.10692-0.36146i,-0.16607-0.67561i,-0.26997+0.10338i,-0.52693+0.27854i,0.59443-0.43003i,0.29594-0.45334i,-0.083176+1.6284i,-0.57514-0.41299i,-0.67553-0.35305i,1.358-0.39111i,-0.9006-0.42737i,0.60587+0.49903i,-0.8461-0.29421i,0.66015+0.69677i,-0.38581-0.96968i,0.81975-0.14186i,-0.064393+1.4537i,-0.98006-1.2307i,-0.61191+0.54291i,0.30612-0.81966i,0.42756+0.70583i,-0.1307+0.54494i,-0.38546-1.1227i,-0.12077+0.051472i,-0.11505-0.12125i,1.0673-0.14111i,0.47779-0.01232i,-0.20782+0.27564i,0.42138-0.0093053i,-1.2982-0.12466i,-0.14025+0.6164i,0.52047-0.3269i,0.3232-0.81285i,0.15483+0.72101i,-1.3754+0.18783i,1.0181+0.86275i,-0.99661-1.2138i,1.1392-0.36343i,-1.1839+0.36676i,1.1116+0.76577i,-0.60366-0.13118i,0.22142+0.031355i,-0.067409-0.58742i,-0.090079-0.19563i,0.81671+0.69002i,-1.4128-0.064739i,0.79496+0.82612i,0.17064-0.90152i,-1.0586-0.28037i,1.019+0.60021i,-0.58022-0.61424i,0.20458+1.1996i,-0.8326-1.1682i,1.1959+0.39737i,-0.54375-0.57546i,-0.28182-0.070082i,0.37382+0.27872i
20,0.43553+0.59424i,-0.5533-1.3659i,0.4418+0.04723i,-0.78173+0.3626i,0.0091166+0.48408i,0.06343-0.34857i,-0.10056-0.022103i,-0.069327-0.050463i,0.056242+0.60046i,0.71365-1.0314i,-0.44065+0.097149i,0.41548+0.23032i,-0.1178+1.0168i,-0.2886-1.0954i,-0.50332+0.72677i,0.36181-0.70079i,0.40397+0.18291i,-0.20346+0.44555i,0.25553-0.30792i,0.43104+0.31883i,-0.42203+0.90985i,0.36336-1.187i,-0.74863+0.46344i,0.21313-0.39781i,-0.068916-0.71861i,0.31406+1.0743i,-0.78823-0.45294i,0.54137-0.2549i,0.76473+0.46082i,-0.030658-0.49381i,-0.61466-0.52617i,0.20146+0.46318i,-0.32179-0.36691i,0.094019+0.49643i,0.83798-0.51961i,-1.3935+0.59818i,0.12825+0.17307i,0.24058-1.3828i,-0.15742+0.18496i,0.72987+0.38767i,0.42117+0.33405i,-1.1452+0.3669i,0.22525+0.28263i,-0.38497-1.2278i,0.083072+0.50685i,-0.72279+0.081746i,0.31917-0.85774i,-0.24522+0.24279i,0.25597+0.17905i,0.22077-0.41927i,-0.35766-0.32655i,-0.29239+0.22713i,0.91642+0.038997i,-0.91575-0.12938i,1.1614-0.41475i,0.17756-0.0014902i,-0.359+0.73886i,-0.32399+0.43623i,-0.52735-0.16969i,1.3702-0.58446i,-1.7153+0.41745i,0.66643-0.57463i,1.0904+0.12258i,-1.0212+0.95095i,1.0477-0.78699i,-0.69805+0.58166i,-0.024058+0.056113i,0.35967+0.29919i,-0.36881-0.095487i,-0.157-0.58088i,0.29076-0.46193i,0.25733+0.5343i,0.44488+0.26074i,-1.1789+0.3727i,-0.52671-0.25309i,0.27916-0.85914i,0.23458-0.61242i,-0.31822+1.2038i,0.80986+0.13939i,-1.3842-0.19193i,0.8333+0.030483i,-1.0489-0.11045i,0.96734-0.93317i,0.071378+1.5546i,-0.34705-1.1015i,-0.49514+0.67501i,1.0998-0.17645i,-1.0157-0.68465i,0.27764-0.55515i,-0.1514+0.14157i,1.374+0.29836i,-0.86872-0.66429i,-0.076606+0.81273i,-0.32506+0.34426i,-0.53109-0.26392i,-0.22085-0.099773i,1.3795-0.71712i,-1.1075+0.22401i,0.76164+1.0311i,0.045939-0.81144i,-0.22246+0.10023i
21,0.74187-0.12542i,-1.2918+0.30674i,1.2479-0.29886i,-0.42746+0.85978i,-0.038884+0.14748i,-0.071713+0.13242i,-0.29676-1.295i,0.33134+1.2863i,-0.90661-0.38507i,-0.17704-0.074537i,0.41796-0.85628i,-0.53219+0.65906i,0.71149+0.55694i,0.53843-0.71066i,-1.2736+0.32197i,-0.13082-0.075132i,0.45769-0.89323i,-0.47378+0.65558i,1.2996-0.27846i,-1.2875+0.29183i,0.67358+0.51605i,-0.070545+0.16238i,-0.048172+0.1493i,0.49554-0.65998i,-0.6579-0.5006i,0.3147+1.2733i,-0.29954-1.2381i,-0.51379+0.6501i,0.44609-0.95765i,0.3031+1.2507i,-0.87523-0.4485i,-0.12073-0.058733i,-0.1696-0.10566i,0.72137+0.54066i,-0.91722-0.5027i,0.37724-0.89454i,0.912+0.45536i,-0.66535-0.5321i,0.89886+0.46031i,-0.70566-0.52897i,0.048677-0.14619i,-0.5245+0.69914i,1.2844-0.32927i,-0.4404+0.96156i,0.51674-0.69379i,-1.2738+0.31344i,-0.15104-0.078281i,0.41698-0.92869i,0.95345+0.4621i,-0.4254+0.88868i,-0.32278-1.2786i,-0.54696+0.67622i,-0.16636-0.079994i,0.65483+0.52221i,0.52827-0.70684i,-1.2546+0.33131i,1.2519-0.3351i,-0.41368+0.93345i,-0.29499-1.2463i,0.90415+0.4534i,-1.2639+0.31236i,0.6462+0.51024i,-0.85429-0.42651i,0.69658+0.52414i,-0.082468+0.1378i,-0.92139-0.45555i,0.69703+0.52833i,-0.33923-1.2896i,0.38537+1.2804i,-0.31175-1.2795i,0.10638-0.16296i,-0.4699+0.67532i,0.70264+0.48562i,0.54957-0.70019i,0.19758+0.066046i,-1.2781+0.32213i,1.2816-0.3449i,-0.70725-0.47935i,0.084437-0.12269i,0.31121+1.2722i,-0.95965-0.43298i,0.43117-0.94042i,-0.51818+0.68503i,0.44368-0.91654i,0.093474-0.13758i,0.91833+0.41995i,-1.252+0.30776i,1.2537-0.33287i,-1.2562+0.27766i,-0.15899-0.080796i,0.68706+0.52924i,-0.32677-1.259i,0.35503+1.2875i,-0.92631-0.43773i,1.2896-0.34082i,-0.41903+0.89978i,-0.085962+0.17962i,-0.90037-0.43791i,1.3062-0.30337i,-1.2982+0.28956i,0.55035-0.17238i
